id_municipio,ano,cadun_qtd_familias_atualizadas_i,cadun_qtd_familias_atualizadas_pobreza_pbf_i,cadun_qtd_familias_atualizadas_baixa_renda_i,cadun_qtd_familias_atualizadas_rfpc_ate_meio_sm_i,cadun_qtd_familias_atualizadas_rfpc_acima_meio_sm_i,cadun_qtd_familias_atualizadas_renda_zero_i,cadun_taxa_atualizacao_cadastral_d,cadun_taxa_atualizacao_cadastral_rfpc_ate_meio_sm_d
4305355,2016,1721,787,537,1324,397,238,71.29,79.32
4305371,2016,281,208,52,260,21,5,60.69,68.42
4305405,2016,410,246,61,307,103,10,58.32,67.62
4305439,2016,340,275,43,318,22,34,74.07,80.71
4305447,2016,393,249,96,345,48,7,60.64,66.86
4305454,2016,794,553,197,750,44,68,62.66,69.25
4305504,2016,389,99,153,252,137,8,64.19,78.99
4305587,2016,59,24,17,41,18,4,72.83,87.23
4305603,2016,352,48,99,147,205,3,90.72,102.79
4305702,2016,677,310,170,480,197,6,63.27,76.43
4305801,2016,726,389,144,533,193,54,61.05,75.71
4305835,2016,107,8,16,24,83,0,63.31,64.86
4305850,2016,172,72,41,113,59,6,56.95,68.48
4305871,2016,96,33,40,73,23,3,61.53,64.6
4305900,2016,1019,805,125,930,89,445,84.21,86.59
4305934,2016,13,10,3,13,0,2,56.52,68.42
4305959,2016,171,13,39,52,119,8,58.76,73.23
4305975,2016,225,71,96,167,58,29,68.18,84.77
4306007,2016,1288,346,370,716,572,52,66.49,80
4306056,2016,889,433,303,736,153,102,71.34,80.87
4306072,2016,492,292,98,390,102,2,64.99,74.28
4306106,2016,3915,1500,1702,3202,713,25,53.76,61.73
4306130,2016,226,28,59,87,139,0,82.48,93.54
4306205,2016,434,266,117,383,51,48,64.48,72.53
4306304,2016,195,31,53,84,111,4,51.04,53.5
4306320,2016,511,127,145,272,239,11,79.71,94.77
4306353,2016,363,243,60,303,60,2,62.69,71.29
4306379,2016,316,212,76,288,28,12,65.97,71.11
4306403,2016,872,117,340,457,415,6,55.68,80.59
4306429,2016,207,111,54,165,42,15,45.19,62.03
4306452,2016,254,41,52,93,161,9,91.03,104.49
4306502,2016,1227,854,242,1096,131,4,69.75,75.79
4306551,2016,91,69,19,88,3,21,57.96,67.17
4306601,2016,3483,2045,967,3012,471,195,65.8,74.66
4306700,2016,313,262,37,299,14,25,72.11,76.27
4306734,2016,459,120,114,234,225,20,64.1,82.97
4306759,2016,149,15,24,39,110,4,60.32,60.93
4306767,2016,2274,1075,758,1833,441,238,64.49,68.11
4306809,2016,776,164,292,456,320,16,71.45,79.02
4306908,2016,2600,1218,1022,2240,360,5,66.07,75.44
4306924,2016,170,112,41,153,17,81,67.46,81.38
4306932,2016,561,148,214,362,199,0,47.82,56.12
4306957,2016,404,173,109,282,122,54,72.14,83.43
4306973,2016,296,125,90,215,81,4,66.81,72.14
4307005,2016,4800,796,2053,2849,1951,47,52.13,72.93
4307054,2016,212,88,80,168,44,10,80.3,84.42
4307104,2016,1062,540,338,878,184,80,63.7,74.09
4307203,2016,489,207,151,358,131,7,63.67,76.65
4307302,2016,1005,477,258,735,270,72,63.6,78.6
4307401,2016,397,99,134,233,164,16,68.8,83.51
4307450,2016,356,57,119,176,180,5,73.1,89.79
4307500,2016,822,518,189,707,115,129,56.72,65.95
4307559,2016,349,143,97,240,109,76,75.05,92.3
4307609,2016,1328,677,430,1107,221,14,48.29,63.4
4307708,2016,3937,2403,896,3299,638,800,64.5,71.51
4307807,2016,1323,475,443,918,405,133,54.31,68.81
4307815,2016,246,109,91,200,46,8,58.29,72.2
4307831,2016,425,153,99,252,173,3,78.41,85.42
4307864,2016,62,13,29,42,20,1,83.78,95.45
4307906,2016,2558,1268,687,1955,603,247,58.3,70.57
4308003,2016,480,230,134,364,116,22,55.42,68.29
4308052,2016,397,161,97,258,139,2,72.44,82.16
4308078,2016,246,103,84,187,59,28,54.78,68.75
4308102,2016,653,80,140,220,433,18,92.49,104.76
4308201,2016,1005,190,349,539,466,7,74.22,78
4308250,2016,190,35,46,81,109,1,61.88,76.41
4308300,2016,952,678,226,904,48,38,59.64,62.95
4308409,2016,644,434,141,575,69,39,67.01,70.98
4308433,2016,34,13,13,26,8,2,43.03,76.47
4308458,2016,230,102,89,191,39,1,88.12,95.5
4308508,2016,1685,965,509,1474,211,86,72.19,79.03
4308607,2016,576,203,127,330,246,84,56.69,73.82
4308656,2016,403,295,79,374,29,15,68.07,71.37
4308706,2016,464,102,145,247,217,3,63.73,76.94
4308805,2016,696,293,251,544,152,27,61.1,73.81
4308854,2016,168,88,16,104,64,58,69.7,81.88
4308904,2016,1060,188,471,659,401,20,64.71,79.2
4309001,2016,1832,824,606,1430,402,174,69.23,74.9
4309050,2016,501,204,187,391,110,39,47.21,63.88
4309100,2016,1006,417,315,732,274,135,63.83,75.3
4309126,2016,323,181,66,247,76,52,70.98,76.7
4309159,2016,382,183,108,291,91,0,66.2,75.38
4309209,2016,11735,7924,2567,10491,1244,3081,68.79,72.98
4309258,2016,118,19,27,46,72,7,88.05,97.87
4309308,2016,5705,2017,1907,3924,1781,76,60.41,68.6
4309407,2016,903,216,336,552,351,9,74.19,89.46
4309506,2016,522,233,142,375,147,20,59.04,68.43
4309555,2016,105,18,33,51,54,5,64.41,85
4309571,2016,167,116,44,160,7,0,71.98,85.56
4309605,2016,980,545,197,742,238,59,72.97,73.75
4309654,2016,1039,727,186,913,126,523,67.95,73.86
4309704,2016,233,90,52,142,91,17,58.1,66.04
4309753,2016,333,186,103,289,44,6,60,72.25
4309803,2016,239,91,83,174,65,13,67.32,84.87
4309902,2016,389,128,112,240,149,33,69.96,71.21
4309951,2016,435,198,128,326,109,53,72.5,78.36
4310009,2016,921,95,350,445,476,1,61.15,73.92
4310108,2016,1692,212,789,1001,691,20,64.21,75.89
4310207,2016,5636,2077,1818,3895,1741,327,56.18,65.11
4310306,2016,248,37,80,117,131,1,77.5,93.6
4310330,2016,1725,984,530,1514,211,28,72.26,76.65
4310363,2016,83,23,25,48,35,3,38.24,57.83
4310405,2016,593,337,174,511,82,110,65.66,75.25
4310413,2016,362,215,100,315,47,55,73.27,77.77
4310439,2016,319,107,68,175,144,11,67.87,73.22
4310462,2016,45,6,26,32,13,2,43.68,47.05
4310504,2016,1093,614,277,891,202,90,69.13,82.19
4310538,2016,346,145,132,277,69,1,59.75,63.67
4310553,2016,461,388,47,435,26,53,69.42,72.74
4310579,2016,147,68,47,115,32,7,40.83,55.28
4310603,2016,3644,1610,1574,3184,460,15,68.84,72
4310652,2016,397,114,172,286,111,27,74.76,82.89
4310702,2016,394,104,145,249,145,4,64.59,82.17
4310751,2016,149,72,49,121,28,16,63.67,73.33
4310801,2016,648,198,252,450,198,53,95.29,105.88
4310850,2016,575,330,137,467,108,24,76.25,83.39
4310876,2016,351,266,58,324,27,4,66.85,72.32
4310900,2016,297,56,71,127,170,2,63.05,73.41
4311007,2016,1808,887,630,1517,291,134,56.37,62.09
4311106,2016,892,401,335,736,156,46,61.47,74.19
4311122,2016,416,254,126,380,36,58,77.75,80.85
4311130,2016,237,136,77,213,24,6,52.43,62.09
4311155,2016,806,539,193,732,74,93,60.14,65.12
4311205,2016,1879,885,604,1489,390,11,71.63,79.79
4311239,2016,310,155,57,212,98,4,71.92,80.91
4311254,2016,918,368,312,680,238,5,69.86,78.79
4311270,2016,188,16,28,44,144,4,74.3,102.32
4311304,2016,2263,807,825,1632,631,93,67.73,76.54
4311403,2016,3147,914,986,1900,1247,354,64.79,81.37
4311429,2016,335,220,68,288,47,5,73.46,77
4311502,2016,745,331,236,567,178,29,74.2,78.2
4311601,2016,503,313,119,432,71,27,61.94,66.15
4311627,2016,392,40,119,159,233,7,74.95,91.9
4311643,2016,150,14,35,49,101,0,86.2,111.36
4311700,2016,353,150,113,263,90,9,53.97,61.59
4311718,2016,433,301,95,396,37,3,59.39,65.67
4311734,2016,336,145,122,267,69,6,75.84,81.65
4311759,2016,633,213,287,500,133,12,65.66,67.2
4311775,2016,531,229,160,389,142,28,70.7,72.71
4311791,2016,95,23,21,44,51,3,26.09,54.32
4311809,2016,1294,289,560,849,445,14,59.65,64.56
4311908,2016,374,76,140,216,158,22,64.59,81.5
4311981,2016,226,133,75,208,18,4,67.86,74.02
4312005,2016,362,11,90,101,261,0,89.82,110.98
4312054,2016,125,37,31,68,57,2,48.44,70.1
4312104,2016,519,348,88,436,83,4,74.24,76.76
4312138,2016,154,93,38,131,23,11,67.24,78.91
4312153,2016,134,32,64,96,38,0,58.26,78.68
4312179,2016,102,55,23,78,24,7,62.96,76.47
4312203,2016,574,181,149,330,244,64,69.4,79.71
4312252,2016,1001,398,363,761,240,39,78.14,85.6
4312302,2016,500,236,158,394,106,51,64.51,72.16
4312351,2016,89,3,10,13,76,0,78.76,48.14
4312377,2016,356,202,85,287,69,44,76.55,80.39
4312385,2016,15,10,3,13,2,1,55.55,61.9
4312401,2016,2555,1490,704,2194,361,127,75.97,81.22
4312427,2016,308,173,88,261,47,2,81.05,85.85
4312443,2016,217,73,50,123,94,5,61.64,68.71
4312450,2016,888,363,254,617,271,43,73.14,83.49
4312476,2016,146,41,51,92,54,0,73.36,75.4
4312500,2016,942,524,335,859,83,51,71.14,76.15
4312609,2016,218,43,82,125,93,18,63.92,82.78
4312617,2016,197,101,61,162,35,39,79.43,82.65
4312625,2016,300,106,47,153,147,60,72.63,90
4312658,2016,916,240,235,475,441,23,67.1,80.91
4312674,2016,204,85,31,116,88,51,74.18,75.32
4312708,2016,1977,648,591,1239,738,5,72.1,82.05
4312757,2016,134,38,46,84,50,2,59.55,74.33
4312807,2016,147,18,45,63,84,9,47.11,67.02
4312906,2016,200,45,98,143,57,7,63.69,69.75
4312955,2016,45,6,12,18,27,0,60.81,75
4313003,2016,312,2,46,48,264,0,80.41,111.62
4313011,2016,235,12,56,68,167,2,86.71,90.66
4313037,2016,395,134,119,253,142,69,54.4,66.93
4313060,2016,1551,386,523,909,642,161,72.64,78.42
4313086,2016,19,13,5,18,1,0,52.77,56.25
4313102,2016,382,115,120,235,147,2,53.42,60.25
4313201,2016,409,91,136,227,182,16,56.33,67.55
4313300,2016,1237,295,429,724,513,17,46.46,61.82
4313334,2016,166,43,53,96,70,3,40.78,69.06
4313359,2016,23,6,9,15,8,1,58.97,65.21
4313375,2016,1418,378,626,1004,414,18,59.43,64.03
4313391,2016,308,176,83,259,49,15,59.11,73.37
4313409,2016,13826,4623,5568,10191,3635,229,61.27,68.45
4313425,2016,404,282,45,327,77,23,76.08,85.6
4313441,2016,297,178,47,225,72,7,84.37,95.33
4313466,2016,254,25,66,91,163,1,85.23,98.91
4313490,2016,473,150,129,279,194,11,64.97,73.42
4313508,2016,2701,1066,1136,2202,499,157,69.07,76.08
4313607,2016,399,155,134,289,110,22,64.66,80.5
4313656,2016,1000,661,219,880,120,209,74.4,81.03
4313706,2016,2908,1447,877,2324,584,29,62.05,67.34
4313805,2016,592,384,159,543,49,82,67.88,70.79
4313904,2016,1705,498,563,1061,644,126,60.05,71.11
4313953,2016,837,476,237,713,124,11,69.98,76.09
4314001,2016,288,59,76,135,153,8,77,93.75
4314027,2016,580,347,115,462,118,107,54.51,72.18
4314035,2016,98,68,21,89,9,20,52.97,61.37
4314050,2016,2569,1539,620,2159,410,334,65.35,72.06
4314068,2016,372,262,49,311,61,9,59.14,67.02
4314076,2016,257,126,82,208,49,23,50.39,65.2
4314100,2016,9071,2856,3408,6264,2807,201,66.33,75
4314134,2016,110,8,35,43,67,0,53.14,63.23
4314159,2016,423,161,149,310,113,30,61.03,67.83
4314175,2016,364,266,61,327,37,108,70.95,76.76
4314209,2016,901,496,306,802,99,24,70.77,75.66
4314308,2016,364,126,107,233,131,57,65,77.15
4314407,2016,11770,4953,4489,9442,2328,49,55.5,59.82
4314423,2016,71,8,29,37,34,1,61.73,66.07
4314456,2016,501,65,126,191,310,11,95.97,108.52
4314464,2016,258,104,93,197,61,2,67.89,76.35
4314472,2016,378,216,94,310,68,4,68.6,78.88
4314498,2016,515,294,148,442,73,50,69.87,83.23
4314506,2016,1476,1133,206,1339,137,724,71.75,76.64
4314548,2016,29,20,9,29,0,7,46.77,54.71
4314555,2016,394,134,97,231,163,3,57.43,71.51
4314605,2016,2253,1105,828,1933,320,32,74.52,81.11
4314704,2016,1407,598,458,1056,351,149,81.42,90.72
4314753,2016,174,5,21,26,148,0,86.56,89.65
4314779,2016,377,187,102,289,88,67,53.93,70.31
4314787,2016,202,15,51,66,136,1,78.29,89.18
4314803,2016,2027,1114,534,1648,379,231,66.52,76.08
4314902,2016,63791,45178,10456,55634,8157,26634,60.28,63.08
4315008,2016,332,196,78,274,58,2,59.92,65.23
4315057,2016,345,172,78,250,95,60,70.55,81.43
4315073,2016,234,92,42,134,100,1,64.81,72.04
4315107,2016,1145,443,461,904,241,33,65.46,71.91
4315131,2016,138,79,22,101,37,10,44.66,72.14
4315149,2016,39,12,12,24,15,4,40.62,58.53
4315156,2016,396,198,100,298,98,21,70.84,82.77
4315172,2016,63,19,27,46,17,4,86.3,90.19
4315206,2016,336,62,69,131,205,9,65.36,67.17
4315305,2016,2564,901,1012,1913,651,68,63.84,72.65
4315313,2016,157,66,61,127,30,8,69.16,82.46
4315321,2016,360,160,122,282,78,3,71.57,76.42
4315354,2016,154,40,38,78,76,13,52.73,66.1
4315404,2016,1477,1089,303,1392,85,844,73.92,80.64
4315453,2016,340,16,36,52,288,5,99.7,115.55
4315503,2016,1466,786,502,1288,178,77,69.41,73.98
4315552,2016,520,259,106,365,155,19,77.72,83.33
4315602,2016,13315,4337,5274,9611,3704,15,66.79,76.31
4315701,2016,3658,1871,896,2767,891,6,64.01,64.57
4315750,2016,130,50,62,112,18,15,34.48,43.57
4315800,2016,219,52,73,125,94,7,40.33,47.52
4315909,2016,599,216,195,411,188,5,65.75,84.22
4315958,2016,251,151,59,210,41,3,62.12,73.94
4316006,2016,1082,412,421,833,249,16,56.76,66.11
4316105,2016,1093,467,343,810,283,54,79.2,87.85
4316204,2016,268,100,52,152,116,36,59.82,75.24
4316303,2016,762,268,225,493,269,13,58.12,67.44
4316402,2016,4823,3692,821,4513,310,269,78.32,83.06
4316428,2016,351,152,110,262,89,36,68.95,73.8
4316436,2016,278,53,69,122,156,2,86.6,94.57
4316451,2016,1151,755,227,982,169,63,70.57,74.96
4316477,2016,74,18,32,50,24,1,54.41,64.1
4316501,2016,208,69,78,147,61,37,66.66,71.01
4316600,2016,598,145,258,403,195,12,63.28,77.2
4316709,2016,794,408,217,625,169,194,65.4,74.22
4316733,2016,200,27,56,83,117,2,86.95,90.21
4316758,2016,573,38,50,88,485,17,82.44,72.13
4316808,2016,5458,2488,1976,4464,994,94,61.73,70.74
4316907,2016,13092,5892,4527,10419,2673,158,60.42,64.89
4316956,2016,110,39,39,78,32,5,78.57,86.66
4316972,2016,220,167,33,200,20,9,51.16,54.2
4317004,2016,1033,688,247,935,98,4,70.36,77.46
4317103,2016,6825,3789,2343,6132,693,75,58.93,66.8
4317202,2016,4360,1503,1715,3218,1142,23,65.71,71.79
4317251,2016,30,9,8,17,13,0,100,100
4317301,2016,2203,1146,725,1871,332,16,61.82,69.76
4317400,2016,3061,986,1387,2373,688,42,62.88,67.8
4317509,2016,5691,3291,1770,5061,630,68,69.36,75.27
4317558,2016,293,25,36,61,232,7,89.32,103.38
4317608,2016,2854,1614,706,2320,534,672,71.65,77.59
4317707,2016,1197,849,237,1086,111,260,63.94,71.4
4317756,2016,147,22,71,93,54,0,80.32,101.08
4317806,2016,1321,474,530,1004,317,83,62.87,69.72
4317905,2016,727,264,307,571,156,45,65.49,72.18
4317954,2016,160,39,50,89,71,10,42.78,44.72
4318002,2016,4499,1453,2261,3714,785,14,55.18,61.76
4318051,2016,199,29,34,63,136,5,60.85,75.9
4318101,2016,1998,1016,576,1592,406,83,65.35,72.16
4318200,2016,1677,1004,490,1494,183,303,68.81,74.7
4318309,2016,5594,3190,1545,4735,859,40,52.82,60.97
4318408,2016,1665,1102,403,1505,160,83,67.35,73.27
4318424,2016,655,68,167,235,420,9,85.84,95.52
4318432,2016,224,110,77,187,37,32,64.92,72.2
4318440,2016,214,26,41,67,147,4,76.15,101.51
4318457,2016,366,178,83,261,105,19,74.39,78.61
4318465,2016,218,165,34,199,19,36,71.71,78.34
4318481,2016,224,27,90,117,107,10,97.39,105.4
4318499,2016,361,12,49,61,300,1,76.97,83.56
4318507,2016,3190,1500,1251,2751,439,11,71.18,76.09
4318606,2016,491,259,121,380,111,18,65.81,77.7
4318614,2016,85,16,28,44,41,4,87.62,112.82
4318622,2016,328,188,98,286,42,79,69.63,78.57
4318705,2016,11809,5989,3882,9871,1938,957,68.85,75.52
4318804,2016,2694,1354,914,2268,426,109,67.38,76.54
4318903,2016,3000,967,1176,2143,857,11,63.43,69.12
4319000,2016,660,307,141,448,212,85,60.6,70.66
4319109,2016,543,130,169,299,244,6,58.01,78.47
4319125,2016,311,205,68,273,38,5,69.57,76.68
4319158,2016,667,396,196,592,75,10,56.14,68.28
4319208,2016,872,643,155,798,74,236,71.88,78
4319307,2016,712,386,176,562,150,7,65.92,76.67
4319356,2016,53,17,26,43,10,5,88.33,93.47
4319364,2016,201,73,62,135,66,0,60.9,63.98
4319372,2016,135,45,47,92,43,1,48.91,65.24
4319406,2016,1500,517,494,1011,489,59,63.1,72.89
4319505,2016,1025,645,281,926,99,280,67.83,71.72
4319604,2016,1929,905,705,1610,319,74,72.68,76.77
4319703,2016,309,68,82,150,159,7,76.1,86.2
4319711,2016,45,8,24,32,13,1,52.32,64
4319737,2016,306,215,60,275,31,2,70.18,72.94
4319752,2016,86,5,12,17,69,3,81.13,77.27
4319802,2016,740,330,260,590,150,59,57.14,60.88
4319901,2016,3756,1226,1455,2681,1075,107,56.38,60.76
4320008,2016,5551,3226,1584,4810,741,340,57.25,65.45
4320107,2016,1410,790,414,1204,206,160,68.51,77.92
4320206,2016,1286,714,299,1013,273,130,57.41,65.6
4320230,2016,343,139,89,228,115,10,71.01,81.72
4320263,2016,676,464,160,624,52,17,60.46,78.09
4320305,2016,217,130,44,174,43,4,58.96,68.23
4320321,2016,345,167,99,266,79,25,65.34,77.1
4320354,2016,699,388,266,654,45,11,87.81,95.47
4320404,2016,670,195,135,330,340,78,70.89,86.38
4320453,2016,153,51,47,98,55,8,61.2,80.99
4320503,2016,384,261,88,349,35,22,66.32,73.01
4320552,2016,657,279,145,424,233,28,72.51,72.85
4320578,2016,260,147,58,205,55,16,65.98,77.06
4320602,2016,319,57,61,118,201,3,69.19,79.19
4320651,2016,145,89,42,131,14,5,66.51,83.97
4320677,2016,547,332,157,489,58,39,62.72,77.12
4320701,2016,1469,419,641,1060,409,67,63.86,80.91
4320800,2016,2775,1537,863,2400,375,41,74.75,81.99
4320859,2016,184,110,39,149,35,34,58.59,73.76
4320909,2016,926,521,259,780,146,27,64.7,73.23
4321006,2016,932,93,331,424,508,0,71.8,84.12
4321105,2016,1463,304,794,1098,365,7,60.47,68.45
4321204,2016,2663,1320,937,2257,406,23,62.98,68.41
4321303,2016,1826,1188,457,1645,181,171,67.95,80.12
4321329,2016,149,42,51,93,56,2,49.01,71.53
4321352,2016,627,391,123,514,113,15,87.93,91.78
4321402,2016,1040,578,308,886,154,56,59.94,67.99
4321436,2016,864,494,261,755,109,210,65.7,71.36
4321451,2016,837,170,351,521,316,37,64.23,75.61
4321469,2016,74,32,28,60,14,3,42.52,57.14
4321477,2016,287,127,116,243,44,2,48.15,55.22
4321493,2016,275,111,80,191,84,3,75.96,87.61
4321501,2016,1875,877,639,1516,359,37,53.32,62.28
4321600,2016,2900,1597,1000,2597,303,63,69.36,74.13
4321626,2016,316,13,34,47,269,2,84.26,104.44
4321634,2016,134,3,20,23,111,0,47.85,46.93
4321667,2016,394,162,163,325,69,44,65.77,73.69
4321709,2016,882,305,320,625,257,34,75.7,85.03
4321808,2016,1659,382,651,1033,626,44,68.98,76.68
4321832,2016,214,71,108,179,35,12,57.37,64.15
4321857,2016,568,318,128,446,122,136,65.13,80.79
4321907,2016,1945,710,577,1287,658,162,65.99,75.26
4321956,2016,769,280,259,539,230,37,73.65,78.45
4322004,2016,1374,773,407,1180,194,171,50.07,54.25
4322103,2016,244,120,86,206,38,2,63.7,81.1
4322152,2016,561,432,100,532,29,1,71.01,80.24
4322186,2016,193,65,62,127,66,19,73.94,86.98
4322202,2016,2976,1732,715,2447,529,873,73.71,80.04
4322251,2016,81,37,26,63,18,9,78.64,84
4322301,2016,426,150,154,304,122,21,43.64,58.46
4322327,2016,313,172,107,279,34,58,67.89,76.22
4322343,2016,181,55,48,103,78,6,49.86,53.92
4322350,2016,100,6,29,35,65,1,90.9,100
4322376,2016,322,223,64,287,35,1,73.68,77.56
4322400,2016,8128,5290,1776,7066,1062,429,61.41,65.41
4322509,2016,2873,1602,1009,2611,262,85,63.49,66.94
4322525,2016,274,154,43,197,77,15,61.85,68.64
4322533,2016,1059,139,455,594,465,5,83.71,93.98
4322541,2016,600,35,112,147,453,5,68.72,80.32
4322558,2016,134,35,33,68,66,13,66.33,68
4322608,2016,4168,2327,1065,3392,776,9,56.32,69.53
4322707,2016,1664,733,757,1490,174,21,67.94,76.29
4322806,2016,839,231,292,523,316,77,61.55,82.1
4322855,2016,173,3,16,19,154,0,89.17,100
4322905,2016,304,113,98,211,93,0,65.09,76.44
4323002,2016,15407,10092,3437,13529,1878,3531,66.94,70.01
4323101,2016,528,337,107,444,84,136,67.69,75.63
4323200,2016,106,24,35,59,47,5,51.7,72.83
4323309,2016,151,18,37,55,96,3,48.24,54.45
4323358,2016,130,20,33,53,77,0,84.96,101.92
4323408,2016,222,57,64,121,101,20,64.72,79.6
4323457,2016,450,351,83,434,16,40,70.97,76.67
4323507,2016,275,67,80,147,128,2,71.8,82.12
4323606,2016,170,12,26,38,132,2,85.85,105.55
4323705,2016,253,140,46,186,67,4,62.93,69.66
4323754,2016,338,226,72,298,40,2,48.91,60.08
4323770,2016,179,11,18,29,150,3,75.52,90.62
4323804,2016,762,357,197,554,208,79,79.04,79.82
5000203,2016,1495,882,380,1262,233,327,65.19,76.39
5000252,2016,1042,442,206,648,394,70,74.16,82.97
5000609,2016,4498,3060,794,3854,644,459,65.97,74.53
5000708,2016,3207,1532,977,2509,698,172,75.4,80.36
5000807,2016,831,439,246,685,146,52,61.37,73.02
5000856,2016,1563,819,282,1101,462,62,74.78,80.89
5000906,2016,1229,571,381,952,277,129,54.84,63.76
5001003,2016,2426,1128,843,1971,455,360,85,93.99
5001102,2016,4685,2309,1395,3704,981,68,59.91,63.32
5001243,2016,1571,1094,334,1428,143,7,76.44,83.31
5001508,2016,756,288,243,531,225,61,56.88,66.2
5001904,2016,3397,1898,759,2657,740,162,70.18,76
5002001,2016,1744,799,572,1371,373,109,73.64,82.83
5002100,2016,3169,1840,902,2742,427,93,69.4,75.72
5002159,2016,1037,415,341,756,281,57,73.02,78.91
5002209,2016,2218,1280,567,1847,371,46,75.39,81.68
5002308,2016,1795,931,401,1332,463,235,62.74,70.62
5002407,2016,2317,808,988,1796,521,307,53.33,62.75
5002605,2016,2107,970,496,1466,641,338,78.53,85.88
5002704,2016,70425,21255,25121,46376,24049,2004,60.36,69.92
5002803,2016,1004,701,123,824,180,380,74.42,80.62
5002902,2016,3089,1052,820,1872,1217,199,71.01,86.58
5002951,2016,1666,370,613,983,683,124,67.39,77.52
5003108,2016,513,324,106,430,83,55,68.95,74.65
5003157,2016,2304,1489,490,1979,325,767,74.58,80.9
5003207,2016,13202,5611,4802,10413,2789,259,77.06,84.05
5003256,2016,2611,1352,518,1870,741,335,61.09,67.72
5003306,2016,5142,2224,1390,3614,1528,54,75.63,86.74
5003454,2016,1172,694,320,1014,158,52,56.45,66.97
5003488,2016,1306,929,287,1216,90,125,60.01,66.48
5003504,2016,1107,266,345,611,496,81,88.13,100.82
5003702,2016,12619,5532,4341,9873,2746,1013,58.79,66.55
5003751,2016,1676,707,732,1439,237,61,60.48,76.01
5003801,2016,2594,1230,744,1974,620,14,77.64,85.23
5003900,2016,308,119,78,197,111,32,56.82,68.88
5004007,2016,756,292,307,599,157,57,59.29,69.24
5004106,2016,1618,1098,342,1440,178,128,75.36,86.74
5004304,2016,1865,797,569,1366,499,52,69.98,76.1
5004403,2016,963,391,267,658,305,59,69.48,77.59
5004502,2016,789,170,359,529,260,33,60.36,67.56
5004601,2016,2962,890,1130,2020,942,62,75.12,81.94
5004700,2016,1943,679,715,1394,549,62,66.81,77.05
5004809,2016,1803,1430,242,1672,131,535,80.74,82.56
5004908,2016,449,156,174,330,119,2,48.38,53.31
5005004,2016,2679,1500,701,2201,478,43,70.68,80.82
5005103,2016,493,212,141,353,140,33,59.9,74.47
5005152,2016,1283,850,260,1110,173,211,67.99,76.18
5005202,2016,2525,1674,595,2269,256,424,80.95,86.83
5005251,2016,743,453,208,661,82,60,63.5,74.52
5005400,2016,3271,855,1223,2078,1193,13,52.6,65.75
5005608,2016,3560,2745,567,3312,248,1049,75.45,79.67
5005681,2016,3165,944,1194,2138,1027,171,75.75,87.08
5005707,2016,4588,1067,1689,2756,1832,86,62.9,67.23
5005806,2016,2568,1903,359,2262,306,339,70.64,80.98
5006002,2016,2371,765,828,1593,778,69,60.91,71.11
5006200,2016,5650,2703,1591,4294,1356,50,75.67,84.08
5006259,2016,470,160,104,264,206,44,65.55,74.15
5006275,2016,559,158,196,354,205,15,82.2,89.84
5006309,2016,3980,1510,1357,2867,1113,62,72.2,81.54
5006358,2016,2022,1518,261,1779,243,688,75.9,83.59
5006408,2016,1167,804,161,965,202,555,72.43,81.29
5006606,2016,11219,5057,4002,9059,2160,586,59.14,65.67
5006903,2016,1586,951,412,1363,223,9,66.47,72.96
